
■plugin_system
●システム定数
| 定数 | ナデシコバージョン | | '?' | なでしこばーじょん |
| 関数 | SHIFT_L | AをBで | VをAビット左へシフトして返す | SHIFT_L |
| 関数 | SHIFT_R | AをBで | VをAビット右へシフトして返す(符号を維持する) | SHIFT_R |
| 関数 | SHIFT_UR | AをBで | VをAビット右へシフトして返す(符号を維持しない、0で埋める) | SHIFT_UR |
●文字列処理
| 関数 | 文字数 | Vの | 文字列Vの文字数を返す | もじすう |
| 関数 | 何文字目 | SでAが/Sの | 文字列SでAが何文字目にあるか調べて返す | なんもじめ |
| 関数 | CHR | Vの | 文字コードから文字を返す | CHR |
| 関数 | ASC | Vの | 文字列Vの最初の文字の文字コードを返す | ASC |
| 関数 | 文字挿入 | SでIにAを/SのIへ | 文字列SのI文字目に文字列Aを挿入する | もじそうにゅう |
| 関数 | 文字検索 | SでAからBを/Sの | 文字列Sで文字列A文字目からBを検索。見つからなければ0を返す。(類似命令に『何文字目』がある)(v1非互換) | もじけんさく |
| 関数 | 追加 | SでAを/Sに/Sへ | 文字列SにAを追加して返す(v1非互換) | ついか |
| 関数 | 一行追加 | SでAを/Sに/Sへ | 文字列SにAと改行を追加して返す(v1非互換) | いちぎょうついか |
| 関数 | 文字列分解 | Vを/Vの/Vで | 文字列Vを一文字ずつに分解して返す | もじれつぶんかい |
| 関数 | リフレイン | VをCNTで/Vの | 文字列VをCNT回繰り返す(v1非互換) | りふれいん |
| 関数 | 出現回数 | SでAの | 文字列SにAが何回出現するか数える | しゅつげんかいすう |
| 関数 | MID | SでAからCNTを/Sの | 文字列SのA文字目からCNT文字を抽出する | MID |
| 関数 | 文字抜出 | SでAからCNTを/SのCNT | 文字列SのA文字目からCNT文字を抽出する | もじぬきだす |
| 関数 | LEFT | SのCNTだけ/Sで | 文字列Sの左端からCNT文字を抽出する | LEFT |
| 関数 | 文字左部分 | SのCNTだけ/SでCNT | 文字列Sの左端からCNT文字を抽出する | もじひだりぶぶん |
| 関数 | RIGHT | SのCNTだけ/Sで | 文字列Sの右端からCNT文字を抽出する | RIGHT |
| 関数 | 文字右部分 | SのCNTだけ/SでCNT | 文字列Sの右端からCNT文字を抽出する | もじみぎぶぶん |
| 関数 | 区切 | SのAで/Sを | 文字列Sを区切り文字Aで区切って配列で返す | くぎる |
| 関数 | 切取 | SからAまで/SのAを | 文字列Sから文字列Aまでの部分を抽出する(v1非互換) | きりとる |
| 関数 | 文字削除 | SのAからBだけ/Bを/B | 文字列SのA文字目からB文字分を削除して返す | もじさくじょ |
●置換・トリム
| 関数 | 置換 | SのAをBに/SでAからBへ | 文字列Sのうち文字列AをBに全部置換して返す | ちかん |
| 関数 | 単置換 | SのAをBに/SでBへ | 文字列Sのうち、最初に出現するAだけをBに置換して返す | たんちかん |
| 関数 | トリム | Sの/Sを | 文字列Sの前後にある空白を削除する | とりむ |
| 関数 | 空白除去 | Sの/Sを | 文字列Sの前後にある空白を削除する | くうはくじょきょ |
●文字変換
| 関数 | 大文字変換 | Sの/Sを | アルファベットの文字列Sを大文字に変換 | おおもじへんかん |
| 関数 | 小文字変換 | Sの/Sを | アルファベットの文字列Sを小文字に変換 | こもじへんかん |
| 関数 | 平仮名変換 | Sの/Sを | 文字列Sのカタカナをひらがなに変換 | ひらがなへんかん |
| 関数 | カタカナ変換 | Sの/Sを | 文字列Sのひらがなをカタカナに変換 | かたかなへんかん |
| 関数 | 英数全角変換 | Sの/Sを | 文字列Sの半角英数文字を全角に変換 | えいすうぜんかくへんかん |
| 関数 | 英数半角変換 | Sの/Sを | 文字列Sの全角英数文字を半角に変換 | えいすうはんかくへんかん |
| 関数 | 英数記号全角変換 | Sの/Sを | 文字列Sの半角英数記号文字を全角に変換 | えいすうきごうぜんかくへんかん |
| 関数 | 英数記号半角変換 | Sの/Sを | 文字列Sの記号文字を半角に変換 | えいすうきごうはんかくへんかん |
| 関数 | カタカナ全角変換 | Sの/Sを | 文字列Sの半角カタカナを全角に変換 | かたかなぜんかくへんかん |
| 関数 | カタカナ半角変換 | Sの/Sを | 文字列Sの全角カタカナを半角に変換 | かたかなはんかくへんかん |
| 関数 | 全角変換 | Sの/Sを | 文字列Sの半角文字を全角に変換 | ぜんかくへんかん |
| 関数 | 半角変換 | Sの/Sを | 文字列Sの全角文字を半角に変換 | はんかくへんかん |
| 定数 | 全角カナ一覧 | | 'アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤユヨラリルレロワヲンァィゥェォャュョッ、。ー「」' | ぜんかくかないちらん |
| 定数 | 全角カナ濁音一覧 | | 'ガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポ' | ぜんかくかなだくおんいちらん |
| 定数 | 半角カナ一覧 | | 'ｱｲｳｴｵｶｷｸｹｺｻｼｽｾｿﾀﾁﾂﾃﾄﾅﾆﾇﾈﾉﾊﾋﾌﾍﾎﾏﾐﾑﾒﾓﾔﾕﾖﾗﾘﾙﾚﾛﾜｦﾝｧｨｩｪｫｬｭｮｯ､｡ｰ｢｣ﾞﾟ' | はんかくかないちらん |
| 定数 | 半角カナ濁音一覧 | | 'ｶﾞｷﾞｸﾞｹﾞｺﾞｻﾞｼﾞｽﾞｾﾞｿﾞﾀﾞﾁﾞﾂﾞﾃﾞﾄﾞﾊﾞﾋﾞﾌﾞﾍﾞﾎﾞﾊﾟﾋﾟﾌﾟﾍﾟﾎﾟ' | はんかくかなだくおんいちらん |
●JSON
| 関数 | JSONエンコード | Vを/Vの | オブジェクトVをJSON形式にエンコードして返す | JSONえんこーど |
| 関数 | JSONエンコード整形 | Vを/Vの | オブジェクトVをJSON形式にエンコードして整形して返す | JSONえんこーどせいけい |
| 関数 | JSONデコード | Sを/Sの/Sから | JSON文字列Sをオブジェクトにデコードして返す | JSONでこーど |
●正規表現
| 関数 | 正規表現マッチ | AをBで/AがBに | 文字列Aを正規表現パターンBでマッチして結果を返す(パターンBは「/pat/opt」の形式で指定。optにgの指定がなければ部分マッチが『抽出文字列』に入る) | せいきひょうげんまっち |
| 定数 | 抽出文字列 | | [] | ちゅうしゅつもじれつ |
| 関数 | 正規表現置換 | SのAをBで/AからBに/Bへ | 文字列Sの正規表現パターンAをBに置換して結果を返す(パターンAは/pat/optで指定) | せいきひょうげんちかん |
| 関数 | 正規表現区切 | SをAで | 文字列Sを正規表現パターンAで区切って配列で返す(パターンAは/pat/optで指定) | せいきひょうげんくぎる |
●指定形式
| 関数 | 通貨形式 | Vを/Vの | 数値Vを三桁ごとにカンマで区切る | つうかけいしき |
| 関数 | ゼロ埋 | VをAで | 数値VをA桁の0で埋める | ぜろうめ |
| 関数 | 空白埋 | VをAで | 文字列VをA桁の空白で埋める | くうはくうめ |
●文字種類
| 関数 | かなか判定 | Sを/Sの/Sが | 文字列Sの1文字目がひらがなか判定 | かなかはんてい |
| 関数 | カタカナ判定 | Sを/Sの/Sが | 文字列Sの1文字目がカタカナか判定 | かたかなかはんてい |
| 関数 | 数字判定 | Sを/Sが | 文字列Sの1文字目が数字か判定 | すうじかはんてい |
| 関数 | 数列判定 | Sを/Sが | 文字列S全部が数字か判定 | すうれつかはんてい |
●配列操作
| 関数 | 配列結合 | AをSで | 配列Aを文字列Sでつなげて文字列で返す | はいれつけつごう |
| 関数 | 配列検索 | AのSを/Aから | 配列Aから文字列Sを探してインデックス番号(0起点)を返す。見つからなければ-1を返す。 | はいれつけんさく |
| 関数 | 配列要素数 | Aの | 配列Aの要素数を返す | はいれつようそすう |
| 関数 | 要素数 | Aの | 配列Aの要素数を返す | ようそすう |
| 関数 | 配列挿入 | AのIにSを/Iへ | 配列AのI番目(0起点)に要素Sを追加して返す(v1非互換) | はいれつそうにゅう |
| 関数 | 配列一括挿入 | AのIにBを/Iへ | 配列AのI番目(0起点)に配列bを追加して返す(v1非互換) | はいれついっかつそうにゅう |
| 関数 | 配列ソート | Aの/Aを | 配列Aをソートして返す(A自体を変更) | はいれつそーと |
| 関数 | 配列数値ソート | Aの/Aを | 配列Aをソートして返す(A自体を変更) | はいれつすうちそーと |
| 関数 | 配列カスタムソート | FでAの/Aを | 関数Fで配列Aをソートして返す(引数A自体を変更) | はいれつかすたむそーと |
| 関数 | 配列逆順 | Aの/Aを | 配列Aを逆にして返す。Aを書き換える(A自体を変更)。 | はいれつぎゃくじゅん |
| 関数 | 配列シャッフル | Aの/Aを | 配列Aをシャッフルして返す。Aを書き換える | はいれつしゃっふる |
| 関数 | 配列切取 | AのIを | 配列AのI番目(0起点)の要素を切り取って返す。Aの内容を書き換える。 | はいれつきりとる |
| 関数 | 配列取出 | AのIからCNTを | 配列AのI番目(0起点)からCNT個の要素を取り出して返す。Aの内容を書き換える | はいれつとりだし |
| 関数 | 配列ポップ | Aの/Aから | 配列Aの末尾を取り出して返す。Aの内容を書き換える。 | はいれつぽっぷ |
| 関数 | 配列追加 | AにBを/Aへ | 配列Aの末尾にBを追加して返す。Aの内容を書き換える。 | はいれつついか |
| 関数 | 配列複製 | Aを | 配列Aを複製して返す。 | はいれつふくせい |
| 関数 | 配列足 | AにBを/Aへ/Aと | 配列Aに配列Bを足し合わせて返す。 | はいれつたす |
| 関数 | 配列最大値 | Aの | 配列Aの値の最大値を調べて返す。 | はいれつさいだいち |
| 関数 | 配列最小値 | Aの | 配列Aの値の最小値を調べて返す。 | はいれつさいしょうち |
●二次元配列処理
| 関数 | 表ソート | AのNOを | 二次元配列AでB列目(0起点)(あるいはキー名)をキーに文字列順にソートする。Aの内容を書き換える。 | ひょうそーと |
●二次元配列処理
| 関数 | 表数値ソート | AのNOを | 二次元配列AでB列目(0起点)(あるいはキー名)をキーに数値順にソートする。Aの内容を書き換える。 | ひょうすうちそーと |
| 関数 | 表ピックアップ | AのNOからSを/Sで | 配列Aの列番号B(0起点)(あるいはキー名)で検索文字列Sを含む行を返す | ひょうぴっくあっぷ |
| 関数 | 表完全一致ピックアップ | AのNOからSを/Sで | 配列Aの列番号B(0起点)(あるいはキー名)で検索文字列Sと一致する行を返す | ひょうぴっくあっぷ |
| 関数 | 表検索 | AのCOLでROWからSを/COLに | 二次元配列AでCOL列目(0起点)からキーSを含む行をROW行目から検索して何行目にあるか返す。見つからなければ-1を返す。 | ひょうけんさく |
| 関数 | 表列数 | Aの | 二次元配列Aの列数を調べて返す。 | ひょうれつすう |
| 関数 | 表行数 | Aの | 二次元配列Aの行数を調べて返す。 | ひょうぎょうすう |
| 関数 | 表行列交換 | Aの/Aを | 二次元配列Aの行と列を交換して返す。 | ひょうぎょうれつこうかん |
| 関数 | 表右回転 | Aの/Aを | 二次元配列Aを90度回転して返す。 | ひょうみぎかいてん |
| 関数 | 表重複削除 | AのIを/Iで | 二次元配列AのI列目にある重複項目を削除して返す。 | ひょうじゅうふくさくじょ |
| 関数 | 表列取得 | AのIを | 二次元配列AのI列目を返す。 | ひょうれつしゅとく |
| 関数 | 表列挿入 | AのIにSを/Iへ | 二次元配列Aの(0から数えて)I列目に配列Sを挿入して返す | ひょうれつそうにゅう |
| 関数 | 表列削除 | AのIを | 二次元配列Aの(0から数えて)I列目削除して返す | ひょうれつそうにゅう |
| 関数 | 表列合計 | AのIを/Iで | 二次元配列Aの(0から数えて)I列目を合計して返す。 | ひょうれつごうけい |
| 関数 | 表曖昧検索 | AのROWからCOLでSを | 二次元配列AのROW行目からCOL列目(0起点)で正規表現Sにマッチする行を検索して何行目にあるか返す。見つからなければ-1を返す。(v1非互換) | ひょうれつあいまいけんさく |
| 関数 | 表正規表現ピックアップ | AのCOLからSを/Aで | 二次元配列AでI列目(0起点)から正規表現パターンSにマッチする行をピックアップして返す。 | ひょうせいきひょうげんぴっくあっぷ |
●辞書型変数の操作
| 関数 | 辞書キー列挙 | Aの | 辞書型変数Aのキーの一覧を配列で返す。 | じしょきーれっきょ |
| 関数 | 辞書キー削除 | AからKEYを/Aの | 辞書型変数AからキーKEYを削除して返す（A自体を変更する）。 | じしょきーさくじょ |
| 関数 | 辞書キー存在 | AのKEYが/Aに | 辞書型変数AのキーKEYが存在するか確認 | じしょきーそんざい |
●ハッシュ
| 関数 | ハッシュキー列挙 | Aの | ハッシュAのキー一覧を配列で返す。 | はっしゅきーれっきょ |
| 関数 | ハッシュ内容列挙 | Aの | ハッシュAの内容一覧を配列で返す。 | はっしゅないようれっきょ |
| 関数 | ハッシュキー削除 | AからKEYを/Aの | ハッシュAからキーKEYを削除して返す。 | はっしゅきーさくじょ |
| 関数 | ハッシュキー存在 | AのKEYが/Aに | ハッシュAのキーKEYが存在するか確認 | はっしゅきーそんざい |
●タイマー
| 関数 | 秒待機 | N | 逐次実行構文にて、N秒の間待機する | びょうたいき |
| 関数 | 秒逐次待機 | N | 逐次実行構文にて、N秒の間待機する | びょうちくじたいき |
| 関数 | 秒後 | FをN | 無名関数（あるいは、文字列で関数名を指定）FをN秒後に実行する。変数『対象』にタイマーIDを代入する。 | びょうご |
| 関数 | 秒毎 | FをN | 無名関数（あるいは、文字列で関数名を指定）FをN秒ごとに実行する(『タイマー停止』で停止できる)。変数『対象』にタイマーIDを代入する。 | びょうごと |
| 関数 | 秒タイマー開始時 | FをN | 無名関数（あるいは、文字列で関数名を指定）FをN秒ごとに実行する(『秒毎』と同じ) | びょうたいまーかいししたとき |
| 関数 | タイマー停止 | TIMERIDの/TIMERIDで | 『秒毎』『秒後』や『秒タイマー開始』で開始したタイマーを停止する | たいまーていし |
| 関数 | 全タイマー停止 |  | 『秒毎』『秒後』や『秒タイマー開始』で開始したタイマーを全部停止する | ぜんたいまーていし |
●日時処理(簡易)
| 関数 | 今 |  | 現在時刻を「HH:mm:ss」の形式で返す | いま |
| 関数 | システム時間 |  | 現在のUNIX時間 (UTC(1970/1/1)からの経過秒数) を返す | しすてむじかん |
| 関数 | 今日 |  | 今日の日付を「YYYY/MM/DD」の形式で返す | きょう |
| 関数 | 曜日番号取得 | Sの | Sに指定した日付の曜日番号をで返す。不正な日付の場合は今日の曜日番号を返す。(0=日/1=月/2=火/3=水/4=木/5=金/6=土) | ようびばんごうしゅとく |
●デバッグ支援
| 関数 | エラー発生 | Sの/Sで | 故意にエラーSを発生させる | えらーはっせい |
| 関数 | システム関数一覧取得 |  | システム関数の一覧を取得 | しすてむかんすういちらんしゅとく |
| 関数 | システム関数存在 | FNAMEが/FNAMEの | 文字列で関数名を指定してシステム関数が存在するかを調べる | しすてむかんすうそんざい |
| 関数 | プラグイン一覧取得 |  | 利用中のプラグイン一覧を得る | ぷらぐいんいちらんしゅとく |
| 関数 | モジュール一覧取得 |  | 取り込んだモジュール一覧を得る | もじゅーるいちらんしゅとく |
●URLエンコードとパラメータ
| 関数 | URLエンコード | TEXTを/TEXTから | URLエンコードして返す | URLえんこーど |
| 関数 | URLデコード | TEXTを/TEXTへ/TEXTに | URLデコードして返す | URLでこーど |
| 関数 | URLパラメータ解析 | URLを/URLの/URLから | URLパラメータを解析してハッシュで返す | URLぱらめーたかいせき |

■plugin_browser
●色定数
| 定数 | 水色 | | 'aqua' | みずいろ |
| 定数 | 紫色 | | 'fuchsia' | むらさきいろ |
| 定数 | 緑色 | | 'lime' | みどりいろ |
| 定数 | 青色 | | 'blue' | あおいろ |
| 定数 | 赤色 | | 'red' | あかいろ |
| 定数 | 黄色 | | 'yellow' | きいろ |
| 定数 | 黒色 | | 'black' | くろいろ |
| 定数 | 白色 | | 'white' | しろいろ |
| 定数 | 茶色 | | 'maroon' | ちゃいろ |
| 定数 | 灰色 | | 'gray' | はいいろ |
| 定数 | 金色 | | 'gold' | きんいろ |
| 定数 | 黄金色 | | 'gold' | こがねいろ |
| 定数 | 銀色 | | 'silver' | ぎんいろ |
| 定数 | 白金色 | | 'silver' | しろがねいろ |
| 定数 | オリーブ色 | | 'olive' | おりーぶいろ |
| 定数 | ベージュ色 | | 'beige' | べーじゅいろ |
| 定数 | アリスブルー色 | | 'aliceblue' | ありすぶるーいろ |
| 関数 | RGB | RとGとBで/Bの | 赤緑青を256段階でそれぞれ指定して、#RRGGBB形式の値を返す | RGB |
| 関数 | 色混 | Aの | 配列で[RR,GG,BB]を指定して色を混ぜて#RRGGBB形式の値を返す | いろまぜる |
●システム
| 関数 | 終 |  | ブラウザでプログラムの実行を強制終了する | おわる |
●ダイアログ
| 関数 | 言 | Sと/Sを | メッセージダイアログにSを表示 | いう |
| 関数 | 尋 | Sと/Sを | メッセージSと入力ボックスを出して尋ねる | たずねる |
| 関数 | 文字尋 | Sと/Sを | メッセージSと入力ボックスを出して尋ねる。返り値は常に入力されたままの文字列となる | もじたずねる |
| 関数 | 二択 | Sで/Sの/Sと/Sを | メッセージSと[OK]と[キャンセル]のダイアログを出して尋ねる | にたく |
●ブラウザ操作
| 関数 | ブラウザ移動 | URLに/URLへ | 任意のURLにブラウザ移動(ただし移動後スクリプトの実行は停止する) | ぶらうざいどう |
| 関数 | ブラウザ戻 |  | 任意のURLにブラウザ移動(ただし移動後スクリプトの実行は停止する) | ぶらうざもどる |
| 定数 | ブラウザURL | | '' | NぶらうざURL |
●AJAXとHTTP
| 関数 | AJAX送信時 | CALLBACKのURLまで/URLへ/URLに | 非同期通信(Ajax)でURLにデータを送信し、成功するとcallbackが実行される。その際『対象』にデータが代入される。 | AJAXそうしんしたとき |
| 関数 | GET送信時 | CALLBACKのURLまで/URLへ/URLに | 非同期通信(Ajax)でURLにデータを送信し、成功するとcallbackが実行される。その際『対象』にデータが代入される。 | GETそうしんしたとき |
| 関数 | POSTデータ生成 | PARAMSの/PARAMSを | 連想配列をkey=value&key=value...の形式に変換する | POSTでーたせいせい |
| 関数 | POST送信時 | CALLBACKのURLまでPARAMSを/URLへ/URLに | AjaxでURLにPARAMSをPOST送信し『対象』にデータを設定 | POSTそうしんしたとき |
| 関数 | POSTフォーム送信時 | CALLBACKのURLまでPARAMSを/URLへ/URLに | AjaxでURLにPARAMSをフォームとしてPOST送信し『対象』にデータを設定 | POSTふぉーむそうしんしたとき |
| 関数 | AJAX失敗時 | CALLBACKの | Ajax命令でエラーが起きたとき | AJAXえらーしっぱいしたとき |
| 定数 | AJAXオプション | | '' | AJAXおぷしょん |
| 関数 | AJAXオプション設定 | OPTIONに/OPTIONへ/OPTIONと | Ajax命令でオプションを設定 | AJAXおぷしょんせってい |
| 関数 | AJAX送信 | URLまで/URLへ/URLに | 逐次実行構文にて、非同期通信(Ajax)でURLにデータを送信する。成功すると『対象』にデータが代入される。 | AJAXそうしん |
| 関数 | AJAX逐次送信 | URLまで/URLへ/URLに | 逐次実行構文にて、非同期通信(Ajax)でURLにデータを送信する。成功すると『対象』にデータが代入される。 | AJAXちくじそうしん |
| 関数 | AJAX保障送信 | URLまで/URLへ/URLに | 非同期通信(Ajax)でURLにデータの送信を開始する非同期処理オブジェクト(Promise)を作成する。 | AJAXほしょうそうしん |
| 関数 | HTTP取得 | URLの/URLから/URLを | 逐次実行構文にて、非同期通信(Ajax)でURLにデータを送信する。成功すると『対象』にデータが代入される。失敗すると『AJAX失敗時』を実行。 | HTTPしゅとく |
| 関数 | HTTP逐次取得 | URLの/URLから/URLを | 逐次実行構文にて、非同期通信(Ajax)でURLにデータを送信する。成功すると『対象』にデータが代入される。失敗すると『AJAX失敗時』を実行。 | HTTPちくじしゅとく |
| 関数 | HTTP保障取得 | URLの/URLから/URLを | 非同期通信(Ajax)でURLにデータの送信を開始する非同期処理オブジェクト(Promise)を作成する。 | HTTPほしょうしゅとく |
| 関数 | POST逐次送信 | URLまでPARAMSを/URLへ/URLに | 逐次実行構文にて、AjaxでURLにPARAMSをPOST送信し『対象』にデータを設定。失敗すると『AJAX失敗時』を実行。 | POSTちくじそうしん |
| 関数 | POST送信 | URLまでPARAMSを/URLへ/URLに | 逐次実行構文にて、AjaxでURLにPARAMSをPOST送信し『対象』にデータを設定。失敗すると『AJAX失敗時』を実行。 | POSTそうしん |
| 関数 | POST保障送信 | URLまでPARAMSを/URLへ/URLに | 非同期通信(Ajax)でURLにPARAMSをPOST送信を開始する非同期処理オブジェクト(Promise)を作成する。 | POSTほしょうそうしん |
| 関数 | POSTフォーム逐次送信 | URLまでPARAMSを/URLへ/URLに | 逐次実行構文にて、AjaxでURLにPARAMSをフォームとしてPOST送信し『対象』にデータを設定。失敗すると『AJAX失敗時』を実行。 | POSTふぉーむちくじそうしん |
| 関数 | POSTフォーム送信 | URLまでPARAMSを/URLへ/URLに | 逐次実行構文にて、AjaxでURLにPARAMSをフォームとしてPOST送信し『対象』にデータを設定。失敗すると『AJAX失敗時』を実行。 | POSTふぉーむそうしん |
| 関数 | POSTフォーム保障送信 | URLまでPARAMSを/URLへ/URLに | 非同期通信(Ajax)でURLにPARAMSをフォームとしてPOST送信を開始する非同期処理オブジェクト(Promise)を作成する。 | POSTふぉーむほしょうそうしん |
| 関数 | AJAX内容取得 | RESからTYPEで | 非同期通信(Ajax)の応答から内容を指定した形式で取り出すための非同期処理オブジェクト(Promise)を返す。 | AJAXないようしゅとく |
●DOM操作
| 定数 | DOCUMENT | | '' | DOCUMENT |
| 定数 | WINDOW | | '' | WINDOW |
| 定数 | NAVIGATOR | | '' | NAVIGATOR |
| 関数 | DOM要素ID取得 | IDの/IDを | DOMの要素をIDを指定して取得 | DOMようそIDしゅとく |
| 関数 | DOM要素取得 | Qの/Qを | DOMの要素をクエリqで取得して返す | DOMようそしゅとく |
| 関数 | DOM要素全取得 | Qの/Qを | DOMの要素をクエリqで全部取得して返す | DOMようそぜんしゅとく |
| 関数 | タグ一覧取得 | TAGの/TAGを | 任意のタグの一覧を取得して返す | たぐいちらんしゅとく |
